id,title,authors,pdf_url,mp4_url,review_url,source_page
,偏光を応用したテーブルトップシステムの提案,西川 渉，佐藤 一人，福地 健太郎，小池 英樹,https://www.wiss.org/WISS2007Proceedings/papers/paper0040.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,ビュー・ビュー・View : 風を情報媒体とするインタフェース,澤田 枝里香，淡路 達人，森下 圭介，古川 正紘，有賀 友恒，木村 秀俊，藤井 智子，武市 隆太，清水 紀芳，井田 信也，新居 英明，常盤 拓司，杉本 麻樹，稲見 昌彦,https://www.wiss.org/WISS2007Proceedings/papers/paper0023.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,ユーザに優しいディジタルノート向けスタイラスインタフェース,鈴木 優，三末 和男，田中 二郎,https://www.wiss.org/WISS2007Proceedings/papers/paper0032.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,BOZAAR: カメラ付き携帯電話上での貸し借り支援システム,加藤 貴之，中西 泰人，萩野 達也，服部 隆志,https://www.wiss.org/WISS2007Proceedings/papers/paper0015.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,PickPointer: 3次元モデルの直感的な操作法,飯尾 淳，井上 健司，新井 健生,https://www.wiss.org/WISS2007Proceedings/papers/paper0007.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,Goromi-Music 音楽をより楽しむためのインタフェース,大坪 五郎,https://www.wiss.org/WISS2007Proceedings/papers/paper0014.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,PhotoLoop: 写真閲覧時の活動を利用したアノテーションシステム,渡邊 恵太，塚田 浩二，安村 通晃,https://www.wiss.org/WISS2007Proceedings/papers/paper0042.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,ちらしアンテナ: 画像探索を用いた安売り情報お知らせシステム,高地 利幸，林 貴宏，尾内 理紀夫,https://www.wiss.org/WISS2007Proceedings/papers/paper0012.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,空気圧を利用した手掌部への``やわらか''な物質感提示手法,橋本 悠希，梶本 裕之,https://www.wiss.org/WISS2007Proceedings/posters/paper0079.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,CAT: 大量画像の一覧可視化と詳細度制御の一手法,五味 愛，伊藤 貴之，宮崎 麗子,https://www.wiss.org/WISS2007Proceedings/posters/paper0052.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,演奏者に合う指使いを学習できる光と振動を活用したピアノ独習支援システム,大河原 正憲，武田 正之,https://www.wiss.org/WISS2007Proceedings/posters/paper0070.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,え〜し〜あ〜る：探しているWebページを過去に閲覧した Webページの中から推測推薦するシステム,小澤 崇記，志築 文太郎，田中二郎,https://www.wiss.org/WISS2007Proceedings/posters/paper0064.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,数式編集のためのGUI,出口 博章,https://www.wiss.org/WISS2007Proceedings/posters/paper0068.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,有機EL発光素子を用いた直感的データ出入力システム,田中 かほる，橋詰 賢一，大橋 秀樹，花輪 威， 福田 武司，菅野 芳章，谷口 彬雄,https://www.wiss.org/WISS2007Proceedings/posters/paper0074.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,Hapticデバイスを用いた服飾デザインシステムとその協調作業環境,宮原 克典，高野 茂，岡田 義広,https://www.wiss.org/WISS2007Proceedings/posters/paper0078.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,fakePointer: 覗き見攻撃に対する耐性を持つ個人認証手法,高田 哲司,https://www.wiss.org/WISS2007Proceedings/posters/paper0089.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,クラッタリングを回避する3次元情報可視化手法を用いた コンテンツブラウザ,宮崎 麗子，伊藤 貴之,https://www.wiss.org/WISS2007Proceedings/posters/paper0049.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,CharacterPoint: キャラクタ付きプレゼンテーションシステム,山本 邦雄，樽本 瑶子，乃万 司,https://www.wiss.org/WISS2007Proceedings/posters/paper0088.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,位置と動きの動作要素に基づく手話認識に関する検討,前畠 大，西田 昌史，堀内 靖雄，市川 熹,https://www.wiss.org/WISS2007Proceedings/posters/paper0058.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,視覚障碍者のための意味情報に基づく仮名漢字変換における 心的負担の評価,谷本 怜美，西田 昌史，堀内 靖雄，市川 熹,https://www.wiss.org/WISS2007Proceedings/posters/paper0055.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,なでなで貯金箱：離れている恋人同士のためのスキンシップ支援,久保 美那子，高石 悦史，渡邊 恵太，安村 通晃,https://www.wiss.org/WISS2007Proceedings/posters/paper0092.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,検索結果のインタラクティブな評価に基づくリランキングインタフェース,軽部 孝典，志築 文太郎，田中 二郎,https://www.wiss.org/WISS2007Proceedings/posters/paper0060.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,ジェスチャを真似することによる情報の受け渡し,柏木 晶範，本間 弘一，福地 健太郎，小池 英樹,https://www.wiss.org/WISS2007Proceedings/posters/paper0067.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,電子ドラムでパソコン操作を可能にするおもしろユーザインタフェース,川村 聡史，近藤 大祐，魚井 宏高,https://www.wiss.org/WISS2007Proceedings/posters/paper0047.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,ModifierPad : 親指を活用してキーボードショートカットを 楽に入力するためのインタフェイス,伊賀 純,https://www.wiss.org/WISS2007Proceedings/posters/paper0046.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,6面体型タッチパネルを用いたコマンド入力デバイスの提案,鈴木 文子，沼田 哲史，魚井 宏高,https://www.wiss.org/WISS2007Proceedings/posters/paper0054.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,Tele-Click:高速信号を利用した実世界ポインティングデバイスの研究,光藤 雄一,https://www.wiss.org/WISS2007Proceedings/posters/paper0085.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,3D Reconstruction from Multiple Videos in Real Environments,Kim Hansung，坂本 竜基，北原 格，鳥山 朋二，小暮 潔,https://www.wiss.org/WISS2007Proceedings/posters/paper0065.pdf,https://www.wiss.org/WISS2007Proceedings/citations/0065.html,,https://www.wiss.org/WISS2007Proceedings/
,半透明ディスプレイを用いた情報共有システム,多田 義政，小池 英樹，福地 健太郎,https://www.wiss.org/WISS2007Proceedings/posters/paper0069.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,Sphere Anchored Map：大規模2 部グラフの3D描画手法,伊藤 隆朗，三末 和男，田中 二郎,https://www.wiss.org/WISS2007Proceedings/posters/paper0075.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,キーワードとその優先度による対話的な料理レシピ検索,塩澤 秀和,https://www.wiss.org/WISS2007Proceedings/posters/paper0080.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,Hands Popie using coin size wireless sensor,Atia Ayman，Sato Daisuke，Takahashi Shin，Tanaka Jiro,https://www.wiss.org/WISS2007Proceedings/posters/paper0084.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,MIST: 音楽用自動選択アイコンとその一覧表示に関する一提案,小田 瑞穂，伊藤 貴之,https://www.wiss.org/WISS2007Proceedings/posters/paper0050.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,プロジェクションフォンの大画面表示情報におけるインタラクション手法,徐 世旺，志築 文太郎，田中 二郎,https://www.wiss.org/WISS2007Proceedings/posters/paper0059.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,ウェアラブル環境のための２つの加速度センサを用いた ポインティング方式,所 洋平，塚本 昌彦,,,,https://www.wiss.org/WISS2007Proceedings/
,ロボットTAをもちいた対面型授業支援システムの試作,高石 悦史，安村 通晃,https://www.wiss.org/WISS2007Proceedings/posters/paper0091.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,タイムラインリフレクター：時系列による活動プロセス振り返りツール,友部 博教，中村 嘉志，沼 晃介， 西村 拓一，須永 剛司,,,,https://www.wiss.org/WISS2007Proceedings/
,Slot Machine Drawing,渡邊 淳司，草地 映介,https://www.wiss.org/WISS2007Proceedings/posters/paper0053.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,本棚前での体験シーンを利用した知識共有支援システム,三木 可奈子，角 康之，西田 豊明,https://www.wiss.org/WISS2007Proceedings/posters/paper0071.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,簡易テキストマイニングシステムSimpleminer,村田 真樹，金丸 敏幸，一井 康二， 馬 青，白土 保，井佐原 均,https://www.wiss.org/WISS2007Proceedings/posters/paper0006.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,ダンスパフォーマンスのための加速度センサを用いたウェアラブル楽器システム,藤本 実，藤田 直生，細見 心一，塚本 昌彦,https://www.wiss.org/WISS2007Proceedings/posters/paper0062.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,水平振動を用いた机上群ロボットシステム,福嶋 政期，橋本 悠希，梶本 裕之,https://www.wiss.org/WISS2007Proceedings/posters/paper0083.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,ケータイムトラベラー：携帯電話で過去空間をブラウズするフィールドワーク,垂水 浩幸，楠 房子，大黒 孝文， 稲垣 成哲，竹中 真希子， 林 敏浩，山田 敬太郎，吉田 秀也，小谷 陽太郎， 矢野 雅彦,https://www.wiss.org/WISS2007Proceedings/posters/paper0048.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,感情モデルの部品化と顔表情アニメーションへの応用,小笹 千紘，高野 茂，岡田 義広,https://www.wiss.org/WISS2007Proceedings/posters/paper0090.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,タブレットPCの操作性向上のためのインターフェース,青野 彰太朗,https://www.wiss.org/WISS2007Proceedings/posters/paper0066.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,大規模社会ネットワークの３次元視覚化手法の提案,越田 港，細部 博史， 脇田 建,,,,https://www.wiss.org/WISS2007Proceedings/
,ハンドフレームを利用した直感的カメラインタフェースの研究,刀祢 太輔，梶本 裕之,https://www.wiss.org/WISS2007Proceedings/posters/paper0076.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,Webサイト間のモーフィングによるWebデザイニング支援,近藤 裕佑，大久保 弘崇，粕谷 英人，山本 晋一郎,https://www.wiss.org/WISS2007Proceedings/posters/paper0082.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,手書き数式入力対応数式処理システムAsirPad,藤本 光史,https://www.wiss.org/WISS2007Proceedings/posters/paper0086.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,持ち運び可能な傘型仮想音響場生成デバイス,神山 友輔，田中 舞，田中 浩也,https://www.wiss.org/WISS2007Proceedings/posters/paper0051.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,いろどりん:食卓の彩りを良くする拡張現実システム,森 麻紀，栗原 一貴， 塚田 浩二，椎尾 一郎,https://www.wiss.org/WISS2007Proceedings/posters/paper0056.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,簡便な対話的操作による背景モデルの生成,一色 彩，坂本 竜基，北原 格，Kim Hangsung，鳥山 朋二， 小暮 潔,https://www.wiss.org/WISS2007Proceedings/posters/paper0063.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,手の軌跡とFlowMenuを組み合わせたインタラクション手法,中村 卓，佐藤 大介， 高橋 伸，志築 文太郎，田中 二郎,https://www.wiss.org/WISS2007Proceedings/posters/paper0087.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,ホタル通信：呼吸情報を用いたコミュニケーションツール,木塚 あゆみ，柳 英克，美馬 義亮,https://www.wiss.org/WISS2007Proceedings/posters/paper0081.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,音声とハンドジェスチャーにより対話操作可能な ３次元マルチメディアプレゼンテーションツール,福武 宏理，赤澤 由章，高野 茂，岡田 義広,https://www.wiss.org/WISS2007Proceedings/posters/paper0077.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,Music Leak: 音漏れを聴く、新しい音楽の楽しみ方,青木 秀憲，宮下 芳明,https://www.wiss.org/WISS2007Proceedings/posters/paper0017.pdf,,,https://www.wiss.org/WISS2007Proceedings/
,動画共有に基づいた非同期コミュニケーションの連帯感を向上させるインタフェース,川井 康寛，志築 文太郎，高橋 伸，田中 二郎,https://www.wiss.org/WISS2007Proceedings/posters/paper0061.pdf,,,https://www.wiss.org/WISS2007Proceedings/
