id,title,authors,pdf_url,mp4_url,review_url,source_page
,三次元情報を媒介とした複数画像の同時編集手法,本田 浩一郎，五十嵐 健夫(東京大学),https://www.wiss.org/WISS2009Proceedings/papers/paper0032.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,Cooky: 調理順序指示インタフェースと料理ロボットの開発,"杉浦 裕太 (慶應義塾大学/ JST ERATO)，坂本 大介 (東京大学/ JST ERATO)，Withana Anusha, 稲見 昌彦(慶應義塾大学/ JST ERATO)，五十嵐 健夫(東京大学/ JST ERATO)",https://www.wiss.org/WISS2009Proceedings/papers/paper0019.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,EyeWish: 目を閉じることを利用したインタラクション手法,渡邊 恵太 (慶応義塾大学)，塚田 浩二(お茶の水女子大学),https://www.wiss.org/WISS2009Proceedings/papers/paper0035.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,Temporal Phase Shift: 時間位相差を持つプロジェクションシステムによる錯視現象とそのモデル化,暦本 純一(東京大学),https://www.wiss.org/WISS2009Proceedings/papers/paper0028.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,SlideChecker:プレゼンテーション資料の基礎的な定量的自動評価手法とその応用,栗原 一貴 (産業技術総合研究所)，加藤 公一 (日本ユニシス株式会社)，大浦 弘樹 (東京大学),https://www.wiss.org/WISS2009Proceedings/papers/paper0005.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,On-Air Forum: リアルタイムコンテンツ視聴中のコミュニケーション支援システム,西田 健志，栗原 一貴，後藤 真孝(産業技術総合研究所),https://www.wiss.org/WISS2009Proceedings/papers/paper0017.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,超メディア参照機能を有するチャット併用会議のためのチャットシステム,小林 智也，西本 一志(北陸先端科学技術大学院大学),https://www.wiss.org/WISS2009Proceedings/papers/paper0020.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,机上振動音のアンビエントセンシングによるユーザ状態推定,濱口 菜々，山本 景子 ，岩井 大輔，佐藤 宏介 (阪大),https://www.wiss.org/WISS2009Proceedings/posters/paper0049.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,Smart To Field: 履歴情報に基づくモノを介したコミュニケーションの実現,白井 良成，平田 圭二，高田 敏弘，原田 康徳，青柳 滋己 (NTT),https://www.wiss.org/WISS2009Proceedings/posters/paper0018.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,2変数詳細度制御を用いた大規模データの可視化,長崎 あずさ，伊藤 貴之 (お茶大)，伊勢 昌之，宮下 光輔 (インテリジェントウェイブ),https://www.wiss.org/WISS2009Proceedings/posters/paper0047.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,Handhelm: 感圧機構を備えたハンドヘルドキーパッド,山内 啓史，角田 博保，赤池 英夫 (電通大),https://www.wiss.org/WISS2009Proceedings/posters/paper0064.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,Multi-Points: リアルタイムな多値入力を実現する入力装置の提案,横道 麻衣子，美馬 義亮 (未来大),https://www.wiss.org/WISS2009Proceedings/posters/paper0045.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,GelKeyboard: テーブルトップシステムで用いるコンパクトなキーボード,横谷 知昂，佐藤 俊樹 ，小池 英樹 (電通大)<,https://www.wiss.org/WISS2009Proceedings/posters/paper0060.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,PhotoelasticTouchを拡張したやわらかな3次元タンジブルインタフェースの提案,徳井 太郎，佐藤 俊樹，横谷 知昂 (電通大),https://www.wiss.org/WISS2009Proceedings/posters/paper0034.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,GummiAudio:透明弾性体を用いたオーディオインタフェース,吉田 翼，吉田 愛美，佐藤 俊樹，木谷 クリス真実，小池 英樹 (電通大),https://www.wiss.org/WISS2009Proceedings/posters/paper0059.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,FestiCam：賑やかさを伝えるライブカメラ映像への情報提示手法,中村 卓，南竹 俊介，鈴木 茂徳，林 恵理奈，竹林 綾子，高橋 伸，田中 二郎 (筑波大),https://www.wiss.org/WISS2009Proceedings/posters/paper0037.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,フットワークインタラクション：足情報を利用したインタラクション手法,鈴木 茂徳，高橋 伸，田中 二郎 (筑波大),,,,https://www.wiss.org/WISS2009Proceedings/
,ロボットを用いたデジタルスタンプラリー,神谷雅史(日本ユニシス)、青木俊介(ユカイ工学),,,,https://www.wiss.org/WISS2009Proceedings/
,投げメール: 位置情報と身体性を利用したコミュニケーション,忍頂寺 毅，長谷川 慎，落合 桂一 (NTTドコモ),,,,https://www.wiss.org/WISS2009Proceedings/
,議論構造の視覚化機能を有する会議支援システムを利用した会議スタイルの提案と評価,荒井 康友，中野 鐵兵，藤江 真也，小林 哲則 (早大),https://www.wiss.org/WISS2009Proceedings/posters/paper0027.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,DOCoCa: 行方履歴を用いてメンバーの習慣を可視化する電子行方表,藤原 仁貴，村田 雄一，堀 竜慈，鈴木 俊吾，志築 文太郎 ，田中 二郎 (筑波大),https://www.wiss.org/WISS2009Proceedings/posters/paper0029.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,ズーミングインタフェースを用いたグラフ階層閲覧のための一描画手法,豊田 正史 (東大),https://www.wiss.org/WISS2009Proceedings/posters/paper0042.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,SmoothSnap: スナッピングにもとづく微調整可能なGUI部品,増井 俊之 (慶大),https://www.wiss.org/WISS2009Proceedings/posters/paper0039.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,Comame：グルーピングによるコンテクストメタデータの記録,後藤 孝行 (総研大)，武田 英明 (国情研),https://www.wiss.org/WISS2009Proceedings/posters/paper0070.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,MediAlarm：多様な目覚めを支援する起床支援インタフェース,沖 真帆，塚田 浩二，椎尾 一郎 (お茶大),https://www.wiss.org/WISS2009Proceedings/posters/paper0055.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,郵便着いったー,水島 由郁，塚田 浩二，椎尾 一郎 (お茶大),https://www.wiss.org/WISS2009Proceedings/posters/paper0061.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,なめらカーテン,半田 智子，神原 啓介，塚田 浩二，椎尾 一郎 (お茶大),https://www.wiss.org/WISS2009Proceedings/posters/paper0073.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,前腕部ファントムセンセーションを用いたポータブルゲームの触覚的没入感,加藤 寛士，橋本 悠希，梶本 裕之 (電通大),https://www.wiss.org/WISS2009Proceedings/posters/paper0062.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,体験情報に関する検索パラダイムの実証研究,熊谷 摩美子，阿部 洋丈，岡部 正幸，梅村 恭司 (豊橋技大),https://www.wiss.org/WISS2009Proceedings/posters/paper0057.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,イヤホンEOG,真鍋 宏幸，福本 雅朗 (NTTドコモ),,,,https://www.wiss.org/WISS2009Proceedings/
,センサネットワークを利用した林業活動におけるウェアラブルシステムの構築,浅川 和久，高橋 孝輔，瀬川 典久，澤本 潤 (岩手大),,,,https://www.wiss.org/WISS2009Proceedings/
,MIAOW ：「何時、何処で、誰と」付加情報を用いた大量個人画像の3次元一覧可視化手法,五味 愛，伊藤 貴之 (お茶大),,,,https://www.wiss.org/WISS2009Proceedings/
,Lyricon -複数アイコンの自動選択による楽曲構成の可視化-,町田 和嘉子，伊藤 貴之 (お茶大),https://www.wiss.org/WISS2009Proceedings/posters/ppaper0044.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,複製計算モデルにもとづく可用性の高いオブジェクト共有手法,市川 泰宏 ，山本 佑樹，高橋 利幸，植田 亘，玉井 祐輔，野口 尚吾，高田 秀志 (立命大),https://www.wiss.org/WISS2009Proceedings/posters/paper0081.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,司会進行を支援するウェアラブルMCシステムの設計と実装,岡田 智成，山本 哲也，寺田 努，塚本 昌彦 (神戸大),,,,https://www.wiss.org/WISS2009Proceedings/
,映像と連動したインタラクティブパフォーマンスのための演者支援システムの設計と実装,池田 惇，竹川 佳成，寺田 努，塚本 昌彦 (神戸大),,,,https://www.wiss.org/WISS2009Proceedings/
,楽器の機能要素を再構築可能なユニット楽器の設計と実装,丸山 裕太郎，竹川 佳成，寺田 努，塚本 昌彦 (神戸大),https://www.wiss.org/WISS2009Proceedings/posters/paper0048.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,独り言ルーム：声による外化手法を用いたメタ認知支援環境の構築,栗林賢，諏訪正樹 (慶大),https://www.wiss.org/WISS2009Proceedings/posters/paper0074.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,TimeSlices: 時系列情報をもつウェブグラフの対話的３次元可視化,伊藤 正彦，豊田 正史，喜連川 優 (東大),https://www.wiss.org/WISS2009Proceedings/posters/paper0053.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,Virtual Radio: 街中ミュージアムのためのモバイルタッチバネルインタフェース,田村 弘昭，塚本 昌彦 (神戸大),,,,https://www.wiss.org/WISS2009Proceedings/
,あいのり：期日のカウントダウン共有による作業モチベーション向上支援システム,松田 聖大，渡邊 恵太，安村 通晃 (慶大),https://www.wiss.org/WISS2009Proceedings/posters/paper0080.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,DropTable: 時間割メタファーを用いたファイル管理システム,佐藤 彩夏，渡邊 恵太，安村 通晃 (慶大),https://www.wiss.org/WISS2009Proceedings/posters/paper0071.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,BoxFinder：2次元コードと写真を利用した物探し支援システム,小松崎 瑞穂，塚田 浩二，椎尾 一郎 (お茶大),https://www.wiss.org/WISS2009Proceedings/posters/paper0072.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,立ちタッチコンピューティングの日常生活への適合性の模索,立山 義祐 (慶大),https://www.wiss.org/WISS2009Proceedings/posters/paper0033.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,Podspotter: 音リアクションイベント検出に基づくポッドキャストブラウザ,須見 康平，河原 達也 (京大)，緒方 淳，後藤 真孝 (産総研),https://www.wiss.org/WISS2009Proceedings/posters/paper0069.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,高フレームレート提示を用いた周辺視野のみで知覚可能な運動知覚付与システム,岡野 裕，橋本 悠希，梶本 裕之 ，野嶋 琢也(電通大),,,,https://www.wiss.org/WISS2009Proceedings/
,ご近所知るえっと,中森 玲奈 (お茶大)，青木 貴司 (東大)，椎尾 一郎 (お茶大),https://www.wiss.org/WISS2009Proceedings/posters/paper0082.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,絵庫録: ピクトグラムを用いたアイデア出しのきっかけ支援ツール,秋山 博紀，元良 龍太郎，安村 通晃 (慶大),https://www.wiss.org/WISS2009Proceedings/posters/paper0075.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,Image Depot: パケットキャプチャによる画像の収集と表示手法の研究,窪田 幸 (慶大)，小池 英樹 (電通大)，安村 通晃 (慶大),https://www.wiss.org/WISS2009Proceedings/posters/paper0067.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,ペンタブレットの空中動作を利用したインタラクション,梅林 靖弘，寺田 実 (電通大)，丸山 一貴 (東大),https://www.wiss.org/WISS2009Proceedings/posters/paper0038.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,Bluetoothデバイス検出履歴の長期的観測に基づく周期性の検証,牛越 達也 (関西学院大)，中村 聡史 (京大)，河野 恭之 (関西学院大),https://www.wiss.org/WISS2009Proceedings/posters/paper0063.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,ステンシルデザインのためのドローエディタ,五十嵐 悠紀，五十嵐 健夫 (東大),https://www.wiss.org/WISS2009Proceedings/posters/paper0006.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,Rhythm Bug Bots:生物のリズムを参照した動的表現モジュール群の研究,石塚 賢，大嶋 泰介，川鍋 透 ，田中 浩也 (慶大),https://www.wiss.org/WISS2009Proceedings/posters/paper0011.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,花火風に写真を眺めるブラウザ Phopperの試作,堀辺 宏美，伊藤 貴之 (お茶大),https://www.wiss.org/WISS2009Proceedings/posters/paper0046.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,MusCat: 楽曲データの印象表現に基づいた一覧表示の一手法,草間 かおり，伊藤 貴之 (お茶大),https://www.wiss.org/WISS2009Proceedings/posters/paper0043.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,透明偏光マーカを用いたディスプレイとの3次元インタラクション,百武 暁人，尾崎 耕一郎，木谷 クリス 真実，小池 英樹 (電通大),https://www.wiss.org/WISS2009Proceedings/posters/paper0054.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,プロジェクション鍵盤：アノテーション投影機能をもつ電子鍵盤楽器,竹川 佳成，寺田 努，塚本 昌彦 (神戸大),,,,https://www.wiss.org/WISS2009Proceedings/
,ユーザ周囲の仮想ポータブル相対空間に貼って剥がせる音声の付箋,米澤 朋子，山添 大丈 (ATR)，寺澤 洋子 (Stanford大),https://www.wiss.org/WISS2009Proceedings/posters/paper0058.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,周辺アウェアネスに配慮した実用的なマルチメディアフィードブラウザ,草野 孔希，角田 博保，赤池 英夫 (電通大),https://www.wiss.org/WISS2009Proceedings/posters/paper0016.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,iPhoneをビュワに用いた自律神経活動モニタリングシステム,田村 航，古賀 詳二 (コガソフトウェア株式会社),https://www.wiss.org/WISS2009Proceedings/posters/paper0076.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,EyeWish: 目を閉じることを利用したインタラクション手法,渡邊 恵太 (慶大)，塚田 浩二 (お茶大),,,,https://www.wiss.org/WISS2009Proceedings/
,ソーシャル顔アイコン,神原 啓介，塚田 浩二 (お茶大),,,,https://www.wiss.org/WISS2009Proceedings/
,Let's Get Together: 食材共有による近隣者用献立作成支援システム,北原 圭，金井 秀明 (北陸先端大),,,,https://www.wiss.org/WISS2009Proceedings/
,多人数参加型当たり判定,小久江 卓哉，中村 貴洋，宮下 芳明 (明治大学),https://www.wiss.org/WISS2009Proceedings/posters/paper0065.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,参照元閲覧機能によるユーザエクスペリエンス変化の観察,内平 博貴，宮下 芳明 (明大),https://www.wiss.org/WISS2009Proceedings/posters/paper0077.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,OHP メタファに基づく柔軟なスライド提示インタフェース,村田 雄一，志築 文太郎，田中 二郎 (筑波大),https://www.wiss.org/WISS2009Proceedings/posters/paper0066.pdf,,,https://www.wiss.org/WISS2009Proceedings/
,タイピングの特性に基づいた文字入力中のコマンド入力方式,片山 拓也，村尾 和哉 (阪大)，寺田 努 (神戸大)，西尾 章治郎 (阪大),https://www.wiss.org/WISS2009Proceedings/posters/paper0068.pdf,,,https://www.wiss.org/WISS2009Proceedings/
